BPSS1512;BPSL2520;BPSL2522;BPSS1525;BPSS1516;BPSL2096;BPSS1722;BPSS2141;BPSL2698;BPSS0476;BPSS1588;BPSL2030;BPSL1207;BPSL0326;BPSL0739;BPSS2160;BPSS2052;BPSS0421;BPSS1434;BPSS1652;BPSS0879;BPSL0881;BPSS0065;BPSS0144;BPSS0783;BPSL0093;BPSS0943;BPSS1530;BPSS0783;BPSL2697;BPSS0477;BPSS1492;BPSS0530;BPSL3222;BPSS2013;BPSL1661;BPSS1727;BPSS2053;BPSS2136;BPSL2559;BPSL1661;BPSS1649;BPSS0708;BPSS0122;BPSS1535;BPSL1465;BPSL3213;BPSL0919;BPSL0280;BPSS0796;BPSS1599;BPSL0999;BPSL0280;BPSL1445;BPSL2615;BPSS1993;BPSS1385;BPSS0542;BPSS1544;BPSL2919;BPSL3247;BPSS1546;BPSL2017;BPSS1743;BPSS1778;BPSS0962;BPSS1532;BPSS1532;BPSL3319;BPSL0041;BPSL3130;BPSL0360;BPSS1547;BPSL2283;BPSL2504;BPSL1901;BPSS2043;BPSS2053;BPSL1431;BPSL1050;BPSS2053;BPSL2063;BPSS1531;BPSL2765;BPSL3341;BPSL3398;BPSL2765;BPSS1434;BPSS2053;BPSL1902;BPSL2827;BPSL1913;BPSL1661;BPSL1661;BPSS1974;BPSS0088;BPSL1317;BPSL0014;BPSS1600;BPSS0933;BPSL0665;BPSS0402;BPSL1317;BPSL1661;BPSL1600;BPSL1631;BPSS0734;BPSS2145;BPSS1742;BPSS1534;BPSS0140;BPSL1173;BPSS2053;BPSS2331;BPSS0109;BPSL1937;BPSS0752;BPSS0940;BPSS1337;BPSL2499;BPSL1745;BPSS0593;BPSS1390;BPSS2288;BPSL0782;BPSL1661;BPSS1434;BPSS1617;BPSL1108;BPSL2638;BPSS0752;BPSL1597;BPSL1661;BPSS2053;BPSS2053;BPSS0784;BPSS1439;BPSL1516;BPSL3336;BPSS1624;BPSS0796;BPSS1406;BPSS0908;BPSS1591;BPSS2194;BPSL2298;BPSS1545;BPSS0663;BPSL2277;BPSL2756;BPSL1626;BPSS2193;BPSS1434;BPSL0262;BPSS0091;BPSS1439;BPSL3396;BPSS0455;BPSL1606;BPSL2031;BPSS0564;BPSL1705;BPSL1631;BPSS0212;BPSL1629;BPSL1955;BPSS0893;BPSS1394;BPSS0094;BPSS1610;BPSL1925;BPSS0252;BPSS2192;BPSL2029;BPSL1661;BPSS2185;BPSL1021;BPSL2158;BPSS2053;BPSL3228;BPSL1661;BPSL2752;BPSL0814;BPSS2186;BPSS1199;BPSL0007;BPSS0123;BPSL1661;BPSS1850;BPSL1900;BPSS1845;BPSS1594;BPSS2289;BPSS2053;BPSS1679;BPSL1821;BPSS0839;BPSS0467;BPSL1661;BPSL2748;BPSL1549;BPSL1889;BPSS1068;BPSS1620;BPSL2015;BPSS1998;BPSS2277;BPSL0606;BPSS0226;BPSS1401;BPSL0361;BPSS0796;BPSS1382;BPSS0412;Target
30936.33;10229.33;1792.33;0;3524.33;2038.33;5790.33;0;1180.33;4384.33;2137.33;2203.33;0;8465.33;4668.33;6712.33;2412.33;0;616.33;1366.33;3179.33;8312.33;2082.33;0;3749.33;1618.33;2833.33;0;0;24677.33;22271.33;51463.33;6156.33;4753.33;4302.33;9241.33;2365.33;0;0;1011.33;2663.33;0;1016.33;0;696.33;18891.33;25613.33;20182.33;0;0;15424.33;2865.33;6455.33;51586.33;6638.33;5827.33;2625.33;13144.33;6279.33;3277.33;5655.33;8211.33;5368.33;2845.33;4868.33;7564.33;4735.33;5325.33;817.33;17783.33;33506.33;27301.33;27061.33;19849.33;26406.33;19351.33;18667.33;15997.33;20325.33;20421.33;30138.33;51645.33;9934.33;4536.33;17948.33;0;5835.33;16810.33;5052.33;6430.33;7946.33;13359.33;9453.33;6206.33;4858.33;0;5812.33;17349.33;10998.33;4966.33;16026.33;10184.33;8053.33;38116.33;38891.33;32057.33;2855.33;19408.33;0;8942.33;8259.33;11314.33;7756.33;4774.33;6112.33;985.33;2078.33;2697.33;15307.33;0;0;15770.33;12095.33;19613.33;9762.33;14811.33;5838.33;9708.33;9216.33;17006.33;8168.33;16689.33;5467.33;7106.33;8256.33;10382.33;10887.33;10141.33;6303.33;9750.33;0;5419.33;329.33;5976.33;12338.33;36392.33;2456.33;7586.33;7990.33;11448.33;3781.33;7367.33;7748.33;7382.33;4238.33;3445.33;8574.33;1322.33;7166.33;7454.33;4240.33;0;4713.33;10388.33;9210.33;1749.33;5555.33;7813.33;2164.33;3422.33;5993.33;7480.33;6095.33;2386.33;3112.33;6534.33;1816.33;0;15222.33;3389.33;6243.33;4341.33;4602.33;6712.33;5238.33;2164.33;6130.33;5471.33;7772.33;8310.33;5185.33;1963.33;6224.33;6908.33;8959.33;4643.33;0;0;0;3230.33;982.33;4222.33;2399.33;0;0;0;0;437.33;0;0;0;0;0;0;0
52711.17;6177.17;715.17;0;0;0;0;0;3695.17;921.17;0;331.17;0;1215.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47851.17;39570.17;48666.17;1041.17;0;7609.17;0;0;0;0;0;0;0;0;0;0;9694.17;12858.17;11347.17;0;0;5160.17;1028.17;983.17;823.17;9160.17;0;4910.17;857.17;2388.17;764.17;177.17;0;0;1413.17;24158.17;0;49611.17;49156.17;0;14645.17;14597.17;12705.17;11043.17;9866.17;9541.17;31978.17;8755.17;5985.17;10257.17;8794.17;11153.17;34895.17;2129.17;39344.17;7054.17;43433.17;39955.17;3224.17;1691.17;35590.17;1381.17;2900.17;8458.17;8474.17;4371.17;6057.17;18514.17;3218.17;7554.17;1001.17;5622.17;2730.17;12544.17;174.17;15768.17;1081.17;1823.17;2920.17;22255.17;1875.17;102.17;586.17;19323.17;5394.17;2908.17;0;0;9769.17;1759.17;20999.17;10123.17;6156.17;1654.17;0;749.17;1496.17;577.17;1125.17;980.17;469.17;0;0;0;4180.17;6858.17;10116.17;802.17;809.17;0;0;8095.17;1218.17;9816.17;0;1636.17;0;0;0;2224.17;399.17;0;1224.17;0;0;125.17;0;6033.17;673.17;0;0;0;5139.17;0;605.17;0;0;0;0;0;0;0;0;0;0;0;0;458.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5539.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44628;0;0;16836;0;0;6749;0;485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44371;44594;44391;0;0;0;0;0;0;0;0;0;0;0;0;0;44178;25512;27767;0;0;11721;29613;24301;0;10331;0;0;0;0;8684;0;0;0;0;0;0;44590;44391;0;37019;37883;37563;37552;30722;35224;44805;26494;0;31084;30816;0;0;0;0;18409;15560;0;17529;0;23632;1708;0;0;33352;44586;0;0;0;0;2291;0;0;0;3261;0;0;0;0;28645;0;0;0;0;0;0;0;0;176;0;0;0;0;0;0;0;0;2218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59303.17;4760.17;2757.17;0;0;0;0;2068.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58465.17;59132.17;49697.17;0;0;1080.17;427.17;0;0;0;0;0;0;0;0;0;26472.17;5688.17;3108.17;0;2357.17;2403.17;8495.17;0;0;317.17;1305.17;0;4047.17;2925.17;0;440.17;0;0;0;0;0;26023.17;58847.17;12574.17;2816.17;11648.17;5413.17;4975.17;14778.17;6582.17;59460.17;2458.17;24911.17;3101.17;2005.17;25181.17;6829.17;8660.17;8217.17;1797.17;26846.17;10419.17;24655.17;59293.17;27876.17;3618.17;4293.17;8949.17;19829.17;16463.17;37799.17;59149.17;2033.17;6844.17;14927.17;4203.17;0;29949.17;1039.17;185.17;11269.17;0;3048.17;4577.17;0;56460.17;3209.17;1630.17;0;2933.17;43485.17;5757.17;1043.17;0;569.17;9215.17;0;0;1421.17;0;5308.17;0;870.17;738.17;0;5584.17;0;4256.17;4138.17;91.17;0;0;778.17;0;0;745.17;0;4368.17;0;0;0;0;0;813.17;0;0;15337.17;14930.17;0;0;0;0;0;0;0;0;2932.17;0;0;0;60.17;0;0;0;0;0;0;0;0;0;1023.17;145.17;1793.17;5528.17;0;0;0;0;13.17;0;0;0;0;0;0;0;0;0;7418.17;0;0;6335.17;1721.17;0;0;390.17;1879.17;0;0;0;0;0;0;0;0;0;0;0;0;0
60958.5;0;1958.5;2047.5;735.5;0;44.5;5113.5;524.5;0;0;351.5;0;3540.5;0;739.5;706.5;0;0;2144.5;0;0;8190.5;0;604.5;0;0;0;0;60882.5;60936.5;60956.5;238.5;0;1432.5;0;0;0;0;80.5;0;287.5;0;0;0;7820.5;9513.5;14556.5;0;0;7400.5;156.5;4470.5;0;5209.5;0;580.5;1319.5;3598.5;322.5;0;0;693.5;1195.5;0;0;60935.5;57221.5;59029.5;15523.5;30834.5;19574.5;21971.5;21727.5;16309.5;16019.5;16785.5;7382.5;14296.5;13689.5;1621.5;4817.5;925.5;20993.5;14840.5;2981.5;13995.5;4810.5;3890.5;1056.5;4939.5;3036.5;1979.5;4124.5;0;5901.5;2636.5;5531.5;552.5;0;5402.5;935.5;473.5;5610.5;0;2.May;7218.5;1918.5;14052.5;2825.5;425.5;1037.5;3401.5;0;1405.5;380.5;1329.5;0;2058.5;485.5;0;6736.5;457.5;454.5;642.5;2479.5;0;3135.5;1335.5;2291.5;1196.5;4398.5;0;0;668.5;1443.5;2494.5;341.5;0;422.5;0;56003.5;1555.5;9647.5;1698.5;0;0;0;1871.5;2893.5;482.5;44.5;731.5;3783.5;526.5;0;0;4.May;2411.5;471.5;2758.5;0;370.5;0;1188.5;976.5;1476.5;0;0;0;0;1647.5;315.5;0;0;0;0;0;0;0;0;2555.5;0;0;0;0;0;0;0;0;2909.5;0;0;0;0;0;1601.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4500;229;2625;0;37490;0;439;3147;11135;12267;0;0;0;1953;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;50789;50693;0;125;830;1756;0;0;0;0;0;0;0;0;0;0;50940;22551;13109;0;0;5970;0;12005;800;10040;2865;4821;105;1675;21326;1469;472;2282;0;0;0;51043;13132;9102;11005;29711;18284;19208;19764;17142;6927;12780;5888;13625;13753;7881;1353;50822;4829;11209;7323;6780;7831;0;40280;7199;9174;30347;19022;5331;10365;0;5313;10529;27420;4493;9909;1782;1721;0;2147;365;12502;0;2922;0;13651;9020;12;8602;0;7239;2730;8165;4388;3020;6328;13815;408;5316;2732;0;1233;2614;4337;9314;1201;0;2495;1676;1358;2361;410;7683;1050;0;0;0;272;2838;0;0;0;4184;4017;0;2107;430;0;0;0;0;4280;572;1028;170;0;196;0;0;0;884;0;0;0;441;0;0;0;0;1019;0;0;0;0;0;0;1093;1393;0;0;0;123;0;0;832;0;0;0;0;0;4551;852;7565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63639.5;1639.5;4293.5;0;758.5;0;1394.5;2160.5;682.5;454.5;405.5;449.5;0;2524.5;434.5;1931.5;2178.5;0;69.5;187.5;0;674.5;90.5;0;534.5;408.5;172.5;0;0;62824.5;63504.5;202.5;5469.5;0;1946.5;496.5;0;240.5;433.5;32.5;0;266.5;1153.5;245.5;287.5;30958.5;515.5;0;0;0;22744.5;721.5;7562.5;987.5;981.5;401.5;2835.5;2315.5;63.5;1121.5;1250.5;1286.5;421.5;1549.5;987.5;507.5;63454.5;63654.5;57635.5;15196.5;4528.5;1595.5;1214.5;1967.5;976.5;7213.5;118.5;1914.5;0;0;2159.5;59072.5;805.5;4482.5;575.5;1395.5;1685.5;2483.5;9087.5;2824.5;1839.5;1788.5;2813.5;2528.5;629.5;883.5;450.5;2749.5;462.5;79.5;4610.5;1058.5;488.5;1001.5;1326.5;4115.5;1726.5;1996.5;0;1204.5;1660.5;2457.5;1248.5;0;520.5;4100.5;1255.5;560.5;7207.5;200.5;297.5;2545.5;5354.5;3756.5;1198.5;2079.5;241.5;2321.5;2670.5;3139.5;1852.5;2955.5;521.5;263.5;1072.5;1891.5;1422.5;637.5;877.5;3591.5;0;1786.5;0;1515.5;2318.5;1016.5;60.5;3788.5;168.5;3348.5;1532.5;229.5;1262.5;1110.5;1253.5;1.May;0;716.5;2903.5;1356.5;541.5;0;1256.5;865.5;3177.5;0;2329.5;1003.5;1039.5;37.5;1162.5;2342.5;1369.5;1173.5;0;0;0;6435.5;2270.5;565.5;612.5;867.5;0;110.5;641.5;1379.5;1264.5;617.5;603.5;690.5;112.5;559.5;26.May;65.5;702.5;5.May;0;93.5;0;596.5;0;106.5;0;98.5;0;123.5;61.5;0;0;92.5;0;0;0;0;0
46501.83;1880.83;5176.83;0;253.83;10120.83;May.83;3689.83;7898.83;2188.83;0;875.83;0;1028.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62532.83;62590.83;8546.83;47.83;0;829.83;0;71.83;0;903.83;0;0;0;0;0;0;24535.83;18281.83;13702.83;0;0;4421.83;3061.83;304.83;4472.83;962.83;4429.83;868.83;381.83;544.83;171.83;474.83;490.83;856.83;0;0;0;22118.83;23747.83;22741.83;14201.83;22234.83;19092.83;18053.83;15778.83;19198.83;5399.83;13139.83;1832.83;15537.83;13660.83;2010.83;30184.83;10675.83;23401.83;12525.83;4272.83;20272.83;4849.83;1630.83;6217.83;3620.83;6574.83;1200.83;15197.83;812.83;755.83;646.83;3509.83;20146.83;2227.83;3147.83;887.83;926.83;2343.83;7151.83;78.83;547.83;2516.83;2837.83;5796.83;1884.83;758.83;2739.83;2058.83;30396.83;0;449.83;3645.83;3376.83;656.83;2123.83;3507.83;316.83;198.83;935.83;305.83;37.83;1240.83;815.83;1554.83;884.83;2072.83;0;22.83;96.83;432.83;1748.83;4298.83;0;428.83;4144.83;28547.83;3273.83;501.83;844.83;0;0;0;1401.83;721.83;0;428.83;769.83;1787.83;64.83;22.83;0;154.83;870.83;437.83;0;2698.83;481.83;0;274.83;61.83;482.83;0;0;301.83;38265.83;396.83;435.83;211.83;0;111.83;97.83;0;0;0;0;0;141.83;277.83;0;1772.83;0;0;0;0;0;0;0;0;1572.83;0;0;3529.83;0;0;110.83;0;0;0;0;0;0;37.83;0;161.83;0;0;0;0;0
5319.17;2649.17;13010.17;2748.17;20842.17;30806.17;3854.17;1814.17;274.17;1395.17;0;842.17;0;1833.17;381.17;451.17;1744.17;0;0;0;0;0;731.17;0;36.17;0;0;919.17;0;60434.17;19165.17;8908.17;6834.17;2372.17;18316.17;0;3097.17;0;0;0;0;2637.17;0;0;0;60483.17;32998.17;30436.17;3035.17;1823.17;30608.17;28282.17;7586.17;15994.17;2238.17;1361.17;554.17;15373.17;2275.17;1245.17;2092.17;4540.17;3358.17;1562.17;899.17;796.17;60427.17;60384.17;60505.17;32168.17;49241.17;39070.17;40851.17;32298.17;36644.17;7508.17;31224.17;7592.17;29982.17;29209.17;14430.17;60445.17;4491.17;24482.17;25164.17;3935.17;20740.17;17264.17;2337.17;3310.17;5784.17;4281.17;13483.17;19307.17;15300.17;681.17;2707.17;12120.17;10485.17;12389.17;13126.17;14902.17;4219.17;15640.17;42125.17;3309.17;2397.17;10068.17;1028.17;7118.17;8851.17;5625.17;1609.17;59.17;14329.17;1903.17;6505.17;3154.17;21986.17;389.17;7326.17;10418.17;3450.17;2834.17;7604.17;4409.17;3263.17;7729.17;8488.17;6905.17;5453.17;11627.17;7293.17;580.17;4298.17;2937.17;9551.17;2421.17;6478.17;1571.17;0;1474.17;1813.17;4373.17;7348.17;111.17;261.17;2705.17;5889.17;10015.17;0;4221.17;3168.17;3203.17;1779.17;2627.17;0;1267.17;2516.17;2145.17;871.17;5963.17;1137.17;4619.17;5489.17;2309.17;1779.17;1797.17;1203.17;3022.17;2241.17;2217.17;564.17;945.17;0;3211.17;542.17;294.17;0;2266.17;2781.17;1907.17;1891.17;2700.17;3744.17;0;306.17;644.17;787.17;2719.17;743.17;1156.17;0;0;487.17;554.17;16177.17;Jan.17;398.17;2042.17;603.17;0;2108.17;0;0;0;0;625.17;0;0;0;0;0;0;0
61912.33;6994.33;0;16180.33;995.33;0;0;0;1472.33;101.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8899.33;34440.33;8120.33;164.33;636.33;1032.33;0;4458.33;0;0;0;0;0;0;0;0;40146.33;3839.33;3073.33;0;0;5017.33;4807.33;0;56.33;0;0;26124.33;2281.33;0;0;0;4905.33;0;0;0;0;61893.33;13354.33;61812.33;2505.33;7182.33;5858.33;5457.33;3349.33;5918.33;190.33;3089.33;908.33;2658.33;2235.33;1080.33;2336.33;16853.33;733.33;1876.33;922.33;956.33;1334.33;6539.33;3397.33;0.33;2114.33;1419.33;0;948.33;16335.33;431.33;5566.33;161.33;1247.33;2256.33;452.33;1031.33;941.33;97.33;7831.33;7874.33;1923.33;4431.33;476.33;0;42864.33;0;0;7023.33;115.33;24301.33;811.33;1298.33;0;0;299.33;613.33;0;0;0;0;111.33;241.33;820.33;21260.33;105.33;14747.33;1097.33;0;0;0;234.33;0;380.33;0;0;0;59.33;0;326.33;0;196.33;1139.33;0;0;245.33;0;0;0;1992.33;0;1188.33;0;833.33;0;0;135.33;45.33;0;0;0;0;0;0;0;1572.33;0;0;0;1832.33;0;0;0;0;0;0;2545.33;360.33;149.33;2929.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61427.33;2883.33;1526.33;0;1474.33;20512.33;1860.33;0;68.33;595.33;Apr.33;200.33;0;797.33;0;124.33;162.33;0;890.33;0;0;0;0;0;60.33;0;0;0;0;49525.33;42657.33;61556.33;1745.33;678.33;352.33;0;0;0;0;0;0;0;0;0;0;7646.33;13772.33;11917.33;0;386.33;5525.33;3455.33;2752.33;7837.33;25012.33;1472.33;36118.33;6566.33;4086.33;1116.33;1527.33;2505.33;1425.33;91.33;0;43.33;14036.33;12346.33;5164.33;13350.33;22032.33;19878.33;22369.33;13582.33;20089.33;12583.33;13046.33;14203.33;13534.33;12396.33;30431.33;61507.33;37742.33;6335.33;12343.33;3632.33;6232.33;61465.33;551.33;479.33;9247.33;23413.33;3076.33;3383.33;0;61434.33;932.33;8662.33;2571.33;4255.33;6719.33;2562.33;1498.33;10166.33;15409.33;6104.33;6480.33;5680.33;0;689.33;1953.33;3495.33;3617.33;1195.33;2068.33;941.33;2823.33;2215.33;12738.33;753.33;8341.33;3335.33;1463.33;11047.33;2998.33;6585.33;61481.33;4664.33;2921.33;4894.33;2893.33;6206.33;159.33;848.33;2420.33;5390.33;4495.33;2288.33;1283.33;22305.33;60290.33;3470.33;61434.33;2053.33;3005.33;179.33;217.33;2152.33;785.33;2853.33;1153.33;8120.33;1825.33;4553.33;Jun.33;8399.33;0;10056.33;1680.33;1935.33;2555.33;36005.33;22277.33;3538.33;2054.33;890.33;520.33;79.33;537.33;1135.33;1379.33;1449.33;97.33;1270.33;712.33;1375.33;0;0;1720.33;548.33;1356.33;922.33;628.33;2096.33;2391.33;3937.33;3038.33;607.33;355.33;1220.33;0;384.33;673.33;0;1393.33;92.33;0;140.33;0;943.33;0;0;389.33;0;0;0;30.33;167.33;0;0;0;605.33;0;0;0
30781.5;59687.5;10177.5;0;0;2223.5;0;6798.5;0;502.5;0;0;0;142.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59476.5;59642.5;12383.5;0;30457.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1609.5;0;0;0;2035.5;0;71.5;0;3868.5;107.5;2181.5;436.5;0;0;0;0;31749.5;13822.5;1122.5;0;0;0;0;25446.5;0;8193.5;0;8716.5;0;0;6919.5;13361.5;186.5;4225.5;0;0;3936.5;0;635.5;2755.5;2010.5;0;6319.5;351.5;0;11198.5;0;2894.5;407.5;1921.5;2361.5;59495.5;0;0;0;0;308.5;0;11809.5;12431.5;1685.5;0;449.5;0;1293.5;0;3451.5;2794.5;0;0;0;0;5197.5;0;0;0;0;505.5;0;0;4819.5;0;0;0;884.5;0;0;0;0;0;0;0;0;0;0;0;0;0;87.5;0;0;2317.5;0;0;0;0;0;0;9854.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;46430.67;1769.67;0;0;2394.67;30065.67;8165.67;0;972.67;0;0;22795.67;0;0;0;0;0;0;0;0;2829.67;0;0;0;0;0;0;0;46588.67;46417.67;45167.67;0;0;0;0;0;0;0;0;0;0;0;0;0;8927.67;5428.67;0;0;0;7120.67;0;3961.67;0;0;0;7189.67;5897.67;0;0;0;5178.67;0;0;0;0;45685.67;18690.67;5574.67;0;10777.67;8541.67;7289.67;14310.67;6976.67;8042.67;1473.67;36488.67;0;0;32783.67;14463.67;9910.67;0;1102.67;14133.67;0;14947.67;14446.67;0;46461.67;2266.67;18383.67;0;25280.67;36646.67;1460.67;10439.67;9654.67;1585.67;14505.67;5524.67;3601.67;0;0;0;376.67;10444.67;3801.67;6051.67;0;1494.67;10700.67;0;3719.67;3440.67;2626.67;3697.67;3327.67;0;10303.67;5954.67;0;4300.67;24385.67;1556.67;0;8637.67;2830.67;5697.67;16558.67;1743.67;1671.67;13205.67;1734.67;1545.67;3480.67;0;33086.67;0;0;0;0;7363.67;4167.67;0;0;1967.67;3545.67;1930.67;0;0;3547.67;2832.67;0;0;0;1338.67;0;0;0;0;0;0;0;2758.67;3838.67;0;1590.67;1375.67;0;0;6419.67;0;0;0;2381.67;9979.67;0;0;0;6071.67;0;0;691.67;0;0;0;3424.67;0;0;0;0;0;0;0;0;1847.67;4751.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63328;35053;1046;12101;268;421;276;268;1924;627;356;114;0;367;0;0;0;0;283;0;0;4;0;0;0;0;0;0;0;18566;17399;63201;695;22038;0;0;0;279;0;0;0;0;0;0;0;2479;2420;1248;0;0;5427;822;4877;50;47325;7965;3755;12304;11970;1520;864;1056;4;0;0;0;43910;40402;3479;1938;3136;2351;2109;1786;2213;6031;1255;2210;1376;1276;3808;1928;2852;127;1370;578;34;2463;415;2693;1762;2498;1170;1235;2158;0;242;2208;1406;2825;2884;1520;0;821;719;0;2825;6145;900;609;87;459;886;127;2248;889;1384;581;1057;207;8528;2093;460;0;1115;961;145;516;1398;457;1030;174;352;3597;77;511;1085;167;0;1236;0;12598;0;0;1714;0;8741;0;978;592;396;707;859;860;419;0;580;283;710;2167;0;0;149;0;280;235;538;235;0;78;0;288;349;1232;0;216;492;0;226;0;97;369;330;839;0;980;0;0;0;0;5939;430;0;0;0;0;0;0;0;0;118;0;946;0;0;0;0;75;0;0;0;0;0;0;0
32901.17;12414.17;11793.17;35939.17;13859.17;7791.17;0;3104.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53395.17;55154.17;35205.17;7315.17;0;0;0;0;0;0;0;0;0;0;0;0;17383.17;10162.17;3348.17;0;0;32829.17;55128.17;1377.17;48343.17;0;5243.17;0;0;712.17;0;3975.17;0;1076.17;0;0;0;55227.17;55048.17;49532.17;24296.17;18331.17;9630.17;9182.17;6328.17;9413.17;13468.17;3067.17;0;5563.17;4509.17;27174.17;0;54960.17;11372.17;4544.17;0;10710.17;18767.17;0;4201.17;30399.17;16893.17;634.17;48822.17;0;0;0;4473.17;28265.17;2435.17;1978.17;0;0;0;799.17;0;0;603.17;26154.17;23464.17;0;0;0;0;31.17;3969.17;23.17;1710.17;5584.17;863.17;5412.17;5013.17;0;0;852.17;0;3406.17;603.17;0;0;0;6529.17;0;3203.17;0;0;0;0;29282.17;0;0;0;0;0;0;0;0;0;1939.17;0;16344.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7834.17;0;0;0;6582.17;2111.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;42844.83;1189.83;0;0;601.83;42534.83;4764.83;0;0;0;0;34459.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42934.83;42863.83;42586.83;0;0;0;0;0;3126.83;0;0;0;0;0;0;0;2682.83;5714.83;0;0;0;2512.83;0;0;0;0;0;0;5104.83;0;0;0;1488.83;0;0;0;0;42659.83;25692.83;2997.83;0;9430.83;6116.83;6015.83;12572.83;9096.83;10654.83;840.83;42786.83;0;0;42728.83;13488.83;17634.83;0;1247.83;16807.83;0;17280.83;23371.83;1391.83;42891.83;5353.83;27848.83;0;33917.83;32863.83;6514.83;9862.83;13881.83;2167.83;11943.83;7037.83;3081.83;0;0;0;0;11476.83;1255.83;3301.83;917.83;0;16323.83;0;10999.83;7843.83;3526.83;4148.83;90.83;0;12948.83;0;0;1871.83;25655.83;2219.83;0;11077.83;4275.83;2337.83;10800.83;1186.83;3684.83;18257.83;3764.83;0;2645.83;1361.83;34378.83;0;0;0;0;5385.83;4195.83;0;0;0;5657.83;0;0;229.83;0;0;0;0;0;2260.83;448.83;989.83;0;0;0;0;2160.83;3084.83;7936.83;0;0;1358.83;0;0;4133.83;0;0;0;1788.83;13027.83;0;0;0;6804.83;0;0;0;0;0;0;1978.83;3250.83;0;0;0;0;0;0;0;2546.83;7500.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47959;26162;3969;0;4592;0;10467;8442;14765;12520;0;10790;0;2148;265;392;6697;407;0;0;0;7657;0;0;0;834;0;0;0;46947;47453;29309;3863;0;3926;2095;0;0;0;0;0;0;0;0;0;10767;4847;1530;0;1809;9195;0;2629;2686;8269;0;7494;402;0;16971;0;2829;0;6634;10354;6326;46981;47653;0;16966;15833;11135;11110;11512;10021;43988;6152;4287;1360;2935;10048;19736;0;42251;6741;47445;35656;4829;3856;23732;4086;0;12444;7265;2230;2434;0;5165;1256;1591;6331;0;0;1386;11457;6653;2434;0;6047;0;2326;6827;12803;0;3079;5320;0;15571;8635;13649;4809;3570;7358;785;404;16022;0;2290;2531;7697;3235;4174;3708;1927;11275;5867;2817;0;0;0;2462;0;0;3050;11581;0;2189;990;0;16352;8678;0;1911;169;10777;0;46;0;580;2715;2707;0;8933;1260;285;7225;2151;0;2997;3261;4877;0;1355;0;0;0;0;0;0;790;6698;1680;0;0;0;22;1263;3379;0;9133;0;108;0;0;1125;0;0;970;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0
