BPSS1512;BPSL2520;BPSL2522;BPSS1525;BPSS1516;BPSL2096;BPSS1722;BPSS2141;BPSL2698;BPSS0476;BPSS1588;BPSL2030;BPSL1207;BPSL0326;BPSL0739;BPSS2160;BPSS2052;BPSS0421;BPSS1434;BPSS1652;BPSS0879;BPSL0881;BPSS0065;BPSS0144;BPSS0783;BPSL0093;BPSS0943;BPSS1530;BPSS0783;BPSL2697;BPSS0477;BPSS1492;BPSS0530;BPSL3222;BPSS2013;BPSL1661;BPSS1727;BPSS2053;BPSS2136;BPSL2559;BPSL1661;BPSS1649;BPSS0708;BPSS0122;BPSS1535;BPSL1465;BPSL3213;BPSL0919;BPSL0280;BPSS0796;BPSS1599;BPSL0999;BPSL0280;BPSL1445;BPSL2615;BPSS1993;BPSS1385;BPSS0542;BPSS1544;BPSL2919;BPSL3247;BPSS1546;BPSL2017;BPSS1743;BPSS1778;BPSS0962;BPSS1532;BPSS1532;BPSL3319;BPSL0041;BPSL3130;BPSL0360;BPSS1547;BPSL2283;BPSL2504;BPSL1901;BPSS2043;BPSS2053;BPSL1431;BPSL1050;BPSS2053;BPSL2063;BPSS1531;BPSL2765;BPSL3341;BPSL3398;BPSL2765;BPSS1434;BPSS2053;BPSL1902;BPSL2827;BPSL1913;BPSL1661;BPSL1661;BPSS1974;BPSS0088;BPSL1317;BPSL0014;BPSS1600;BPSS0933;BPSL0665;BPSS0402;BPSL1317;BPSL1661;BPSL1600;BPSL1631;BPSS0734;BPSS2145;BPSS1742;BPSS1534;BPSS0140;BPSL1173;BPSS2053;BPSS2331;BPSS0109;BPSL1937;BPSS0752;BPSS0940;BPSS1337;BPSL2499;BPSL1745;BPSS0593;BPSS1390;BPSS2288;BPSL0782;BPSL1661;BPSS1434;BPSS1617;BPSL1108;BPSL2638;BPSS0752;BPSL1597;BPSL1661;BPSS2053;BPSS2053;BPSS0784;BPSS1439;BPSL1516;BPSL3336;BPSS1624;BPSS0796;BPSS1406;BPSS0908;BPSS1591;BPSS2194;BPSL2298;BPSS1545;BPSS0663;BPSL2277;BPSL2756;BPSL1626;BPSS2193;BPSS1434;BPSL0262;BPSS0091;BPSS1439;BPSL3396;BPSS0455;BPSL1606;BPSL2031;BPSS0564;BPSL1705;BPSL1631;BPSS0212;BPSL1629;BPSL1955;BPSS0893;BPSS1394;BPSS0094;BPSS1610;BPSL1925;BPSS0252;BPSS2192;BPSL2029;BPSL1661;BPSS2185;BPSL1021;BPSL2158;BPSS2053;BPSL3228;BPSL1661;BPSL2752;BPSL0814;BPSS2186;BPSS1199;BPSL0007;BPSS0123;BPSL1661;BPSS1850;BPSL1900;BPSS1845;BPSS1594;BPSS2289;BPSS2053;BPSS1679;BPSL1821;BPSS0839;BPSS0467;BPSL1661;BPSL2748;BPSL1549;BPSL1889;BPSS1068;BPSS1620;BPSL2015;BPSS1998;BPSS2277;BPSL0606;BPSS0226;BPSS1401;BPSL0361;BPSS0796;BPSS1382;BPSS0412;Target
50733.67;50664.67;666.67;617.67;37824.67;50104.67;32085.67;24811.67;27646.67;10010.67;0;0;0;7607.67;5390.67;3414.67;4503.67;3554.67;0;11025.67;0;2352.67;1044.67;0;4135.67;0;0;0;0;50315.67;50782.67;4574.67;20710.67;3286.67;6474.67;0;812.67;0;0;1305.67;982.67;1649.67;1087.67;0;0;20744.67;27642.67;15679.67;1022.67;0;50568.67;2959.67;5995.67;6333.67;5431.67;13568.67;15164.67;6207.67;26329.67;14898.67;13447.67;10625.67;6496.67;19177.67;14248.67;1151.67;50505.67;50405.67;50758.67;50677.67;50713.67;22666.67;26440.67;17761.67;23524.67;13414.67;19378.67;40490.67;14926.67;16954.67;29151.67;13029.67;50959.67;0;16592.67;18448.67;5203.67;18999.67;13401.67;8082.67;39756.67;31642.67;15872.67;20744.67;25226.67;25453.67;5995.67;20236.67;11953.67;50917.67;13899.67;12091.67;8840.67;10393.67;43345.67;10818.67;4252.67;11279.67;2217.67;9616.67;5562.67;24092.67;16996.67;25673.67;12424.67;5081.67;9482.67;6615.67;20283.67;7747.67;3247.67;16393.67;7898.67;19778.67;5949.67;7968.67;1310.67;9526.67;8859.67;14582.67;8104.67;13402.67;6549.67;0;17227.67;5990.67;8158.67;8492.67;4092.67;5444.67;0;3067.67;2420.67;11431.67;8618.67;0;0;4275.67;6623.67;13192.67;4479.67;7405.67;6429.67;4960.67;3472.67;11025.67;0;0;8464.67;3100.67;3924.67;0;3572.67;8125.67;6650.67;6341.67;5401.67;4647.67;5990.67;5122.67;7384.67;7879.67;4189.67;3552.67;1437.67;7428.67;3940.67;916.67;1186.67;7460.67;4580.67;1195.67;962.67;4461.67;5833.67;871.67;3332.67;2721.67;4532.67;4107.67;57.67;1717.67;628.67;2875.67;5715.67;795.67;0;0;961.67;3040.67;4808.67;376.67;2490.67;0;0;0;0;4009.67;0;0;0;0;0;0;0
5102;1484;32923;10498;57732;0;735;19689;40873;24699;57789;40595;0;3559;2238;542;0;1191;0;4038;0;589;3327;0;1459;306;0;0;0;57080;57674;12815;26078;0;3880;287;62;211;472;1697;0;470;0;0;0;5360;26640;36171;0;0;30672;57694;57600;1633;5150;50863;1303;4091;5674;57558;7577;1843;2405;9847;2684;1932;57871;57272;56817;54763;50909;38739;39436;42199;28151;675;32022;42492;32593;43168;5456;26165;57628;0;27809;8145;3691;19644;12897;3627;8510;13558;12105;30388;0;14060;48245;13668;5781;1008;12726;4889;41761;18349;1290;2593;2201;10382;12963;6393;1492;57341;3391;2000;12780;3299;5381;3220;7484;10168;5239;14358;15623;2963;12628;9192;2321;12329;5286;2540;3957;5995;16200;1355;3553;3766;30945;4890;4419;1106;0;832;3593;5202;6184;0;0;351;8746;6519;1436;3379;8919;7623;559;8117;0;4792;3173;2959;57906;0;0;237;2986;2323;1553;2499;0;5423;0;2742;1836;1123;2093;0;299;0;1137;0;4010;333;7859;0;0;2853;0;0;0;0;1388;0;990;1436;0;0;1710;242;0;0;159;2785;190;805;0;0;0;0;0;0;0;0;0;0;0
55026.33;55413.33;10536.33;0;15761.33;16827.33;4294.33;49276.33;2983.33;2885.33;25534.33;0;54663.33;0;3553.33;0;0;12420.33;3051.33;0;8959.33;0;0;0;0;0;0;0;0;55245.33;55392.33;49791.33;27671.33;8193.33;9417.33;0;0;882.33;0;0;0;0;0;0;0;8393.33;3400.33;728.33;0;0;55369.33;23170.33;0;55321.33;4441.33;46964.33;23732.33;43771.33;3150.33;8912.33;33688.33;35062.33;30958.33;10459.33;8334.33;53321.33;43050.33;55111.33;55188.33;55309.33;42353.33;5754.33;4822.33;33971.33;4681.33;9301.33;1726.33;4496.33;2001.33;4363.33;6503.33;15903.33;9777.33;15525.33;841.33;55389.33;14506.33;27805.33;3155.33;17867.33;21652.33;35831.33;9371.33;3231.33;22621.33;1777.33;9390.33;11021.33;550.33;34034.33;17114.33;19959.33;1472.33;3178.33;0;3470.33;9665.33;5386.33;20539.33;8427.33;16630.33;0;134.33;28073.33;586.33;636.33;14995.33;6508.33;2020.33;0;1443.33;0;1487.33;1517.33;7719.33;61.33;8282.33;12106.33;3912.33;404.33;0;5649.33;1426.33;0;0;1309.33;966.33;6070.33;0;0;12355.33;1092.33;11233.33;244.33;1327.33;257.33;Jun.33;1549.33;4808.33;0;822.33;0;2915.33;20.33;0;299.33;0;0;0;0;0;4240.33;0;0;830.33;5409.33;0;2997.33;0;5437.33;0;0;Jan.33;0;0;946.33;519.33;0;0;525.33;0;0;0;907.33;0;0;0;0;0;0;0;0;6646.33;0;0;0;0;0;0;0;86.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60758.33;60841.33;9174.33;32071.33;35581.33;27120.33;14417.33;0;30097.33;6368.33;3703.33;13732.33;0;0;3638.33;0;1171.33;0;510.33;6587.33;0;0;1064.33;0;0;0;0;0;0;48935.33;11530.33;31234.33;32101.33;0;6110.33;0;2765.33;2268.33;0;0;0;5784.33;0;0;0;30023.33;15740.33;8500.33;0;615.33;60799.33;21731.33;60893.33;8869.33;726.33;1622.33;8971.33;1803.33;58079.33;7966.33;3180.33;7785.33;17427.33;10121.33;7064.33;717.33;60787.33;60914.33;60824.33;60932.33;37892.33;13601.33;14174.33;10722.33;14264.33;1744.33;10822.33;8091.33;10413.33;11055.33;14900.33;2154.33;60859.33;6082.33;9595.33;4078.33;6149.33;3117.33;642.33;3976.33;309.33;23458.33;5468.33;4421.33;2569.33;9346.33;4965.33;3256.33;7924.33;0;5193.33;347.33;0;2365.33;0;54146.33;8585.33;2561.33;5699.33;4841.33;1072.33;563.33;872.33;1508.33;23747.33;1565.33;16440.33;15631.33;2522.33;26725.33;3010.33;3385.33;2426.33;3122.33;1497.33;319.33;103.33;846.33;1813.33;71.33;598.33;2584.33;1760.33;0;0;3221.33;971.33;33.33;0;519.33;0;3316.33;0;3400.33;927.33;0;0;0;Jun.33;331.33;2792.33;564.33;0;0;116.33;0;0;317.33;0;726.33;0;478.33;777.33;268.33;62.33;0;239.33;3735.33;425.33;0;2549.33;0;2202.33;539.33;706.33;0;0;0;0;2299.33;1277.33;0;0;0;81.33;190.33;0;466.33;738.33;0;7715.33;0;0;0;0;0;0;0;0;157.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59899.33;56217.33;11537.33;17874.33;60039.33;25081.33;7298.33;27353.33;546.33;1184.33;306.33;29065.33;0;2420.33;458.33;93.33;534.33;3736.33;2287.33;2362.33;16435.33;0;0;927.33;0;0;141.33;0;0;60050.33;60236.33;60041.33;14554.33;0;4150.33;33.33;0;189.33;2596.33;0;0;0;0;1257.33;0;14086.33;16236.33;11070.33;0;0;60104.33;60133.33;60084.33;59977.33;757.33;48068.33;12532.33;22444.33;4295.33;3531.33;39146.33;48823.33;40056.33;5968.33;2564.33;25.33;59747.33;60115.33;60074.33;53305.33;36126.33;20670.33;18246.33;31622.33;19275.33;60150.33;12987.33;3464.33;12620.33;12311.33;2745.33;5068.33;4229.33;2250.33;5906.33;39110.33;1778.33;17981.33;935.33;4610.33;6994.33;9127.33;16594.33;21478.33;3461.33;26673.33;5391.33;1838.33;3350.33;4369.33;4096.33;4805.33;6295.33;117.33;4166.33;1422.33;3462.33;3390.33;15377.33;2677.33;7310.33;1984.33;19463.33;37435.33;1029.33;7814.33;7667.33;2196.33;2527.33;55.33;11441.33;0;2413.33;4082.33;1444.33;3570.33;0;3589.33;1359.33;1941.33;2384.33;44.33;916.33;0;3921.33;320.33;1122.33;8963.33;1588.33;3031.33;1475.33;2421.33;1410.33;0;3712.33;7469.33;1036.33;256.33;796.33;685.33;658.33;848.33;3350.33;4563.33;1655.33;1958.33;3214.33;713.33;934.33;2500.33;93.33;7812.33;563.33;0;2881.33;0;1886.33;773.33;0;0;0;461.33;80.33;1237.33;0;0;0;0;0;0;0;0;0;0;0;2170.33;1418.33;0;0;0;0;65.33;11380.33;0;431.33;0;0;0;0;155.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44720.67;37297.67;26328.67;44862.67;44768.67;17384.67;31378.67;32571.67;0;6643.67;796.67;14957.67;0;967.67;2893.67;0;0;0;0;0;1272.67;0;0;934.67;0;0;0;0;0;44879.67;44830.67;44661.67;28003.67;0;0;5186.67;0;0;0;0;0;0;0;0;0;13847.67;23907.67;23979.67;0;0;44795.67;12394.67;33068.67;44797.67;0;23405.67;8919.67;31038.67;7694.67;595.67;22498.67;15277.67;19469.67;9401.67;7543.67;3025.67;44578.67;44723.67;44887.67;44891.67;44980.67;37191.67;34521.67;44932.67;34510.67;0;24823.67;0;24776.67;26269.67;0;10157.67;44949.67;233.67;18222.67;0;8233.67;4752.67;0;0;16494.67;19358.67;12323.67;8672.67;0;4214.67;10901.67;8692.67;0;10217.67;5589.67;6572.67;0;0;0;23160.67;1902.67;10432.67;0;12005.67;2219.67;1723.67;0;13943.67;0;25600.67;17465.67;2850.67;5795.67;0;0;1333.67;4785.67;0;7787.67;5498.67;0;0;2524.67;9321.67;0;3871.67;9012.67;0;0;1898.67;6085.67;6510.67;0;2811.67;0;0;869.67;0;0;22625.67;0;0;0;7347.67;0;863.67;4598.67;0;0;0;0;0;0;1046.67;0;0;6996.67;0;0;0;0;2348.67;0;0;0;0;0;0;0;0;11559.67;0;5512.67;780.67;0;4270.67;0;0;0;0;0;3497.67;0;0;0;0;3684.67;0;0;0;0;1936.67;0;0;3077.67;3238.67;0;0;0;0;0;0;0;0;0;0;0;0;0
57584.33;24398.33;20203.33;57707.33;51313.33;27785.33;24617.33;6014.33;3530.33;4535.33;10827.33;24671.33;597.33;6560.33;2921.33;5331.33;5399.33;0;1695.33;2760.33;6025.33;3565.33;5937.33;3368.33;4401.33;2876.33;6552.33;2576.33;604.33;57620.33;57718.33;57617.33;19696.33;2311.33;5828.33;8951.33;1792.33;1808.33;922.33;4487.33;1397.33;0;1230.33;0;2393.33;13362.33;30358.33;31483.33;0;0;53732.33;42436.33;30545.33;55984.33;4986.33;32785.33;8358.33;21896.33;9818.33;2331.33;25879.33;8219.33;24392.33;10309.33;6094.33;5606.33;57672.33;57643.33;57662.33;57676.33;56428.33;37621.33;37282.33;33072.33;37062.33;7586.33;31376.33;1587.33;34782.33;32610.33;905.33;10681.33;57738.33;8912.33;28755.33;538.33;8017.33;12195.33;839.33;2574.33;6338.33;14245.33;8618.33;8347.33;Mar.33;9040.33;9400.33;10730.33;7201.33;4124.33;11877.33;9607.33;8932.33;3527.33;5306.33;21610.33;3216.33;11633.33;0;10638.33;5137.33;4536.33;2638.33;8805.33;2177.33;19746.33;12904.33;3663.33;13387.33;908.33;1689.33;9409.33;9853.33;3217.33;8692.33;6353.33;3890.33;5680.33;7008.33;9088.33;4871.33;17039.33;5529.33;341.33;4967.33;8843.33;8826.33;8386.33;1350.33;6214.33;757.33;2483.33;3034.33;6032.33;6278.33;3635.33;3332.33;3653.33;5617.33;10318.33;4323.33;7001.33;6692.33;10545.33;2372.33;4306.33;0;4740.33;5872.33;8690.33;816.33;0;7121.33;6902.33;6386.33;1697.33;6618.33;7385.33;1758.33;3749.33;1854.33;4172.33;5775.33;5164.33;3102.33;5417.33;5312.33;0;3041.33;3159.33;3164.33;3153.33;6405.33;4907.33;1296.33;3496.33;5838.33;6260.33;2533.33;965.33;2588.33;2611.33;7053.33;0;8774.33;1858.33;0;0;0;2164.33;624.33;4314.33;2362.33;2110.33;0;433.33;0;255.33;0;491.33;0;0;0;0;0
59021;29776;21384;59241;11903;13632;785;3269;46118;41521;23290;4912;0;59;8229;0;1968;0;3010;484;0;0;762;2155;0;665;0;0;0;59229;59381;59183;37809;59456;0;764;0;2766;0;0;0;1546;0;0;0;7577;28824;22418;0;1163;59259;2965;59260;3103;2761;3939;24251;25321;26600;33992;1440;1968;249;20280;13503;0;59187;59177;59195;59245;59314;34109;35138;30914;32368;10909;23903;18098;24097;26311;30818;7752;59293;22084;22123;3645;21269;5235;25370;5593;3192;19080;30705;3802;2545;7432;8123;11080;4532;2779;26221;1390;464;2485;7043;5668;8058;8279;1408;6959;0;1392;9682;0;2180;3991;11413;1120;3705;6942;0;6972;3274;3367;10773;863;1539;10544;3256;3482;1888;1964;1923;493;4;4028;2547;937;726;1773;0;0;1575;2669;1889;530;0;824;1218;1128;0;537;1969;1123;433;1661;0;1869;970;1537;0;1211;2139;869;1254;2041;0;4389;1960;1371;0;1610;2261;0;926;117;0;1834;0;4787;1252;0;3566;362;985;2429;0;395;1697;0;0;1022;0;0;0;0;0;0;0;5174;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
60372;23185;53971;0;39663;27148;21002;4311;28738;36039;0;35911;0;0;1070;0;0;0;2448;0;0;0;0;0;0;0;0;0;0;60804;60672;12175;2001;0;0;0;0;0;0;0;0;0;0;0;0;19114;13879;5680;0;0;18230;12355;60670;0;1815;0;17001;66;9704;23075;2004;205;456;0;0;2440;60674;51634;60897;16570;20235;11904;11091;12102;11647;60765;6765;9340;6042;3817;28845;26793;34923;0;9203;275;0;12128;2587;721;2315;1075;37061;5331;2080;8327;0;746;4064;1363;1798;0;0;4298;70;4016;443;1832;7114;17293;0;2486;0;0;5392;0;1140;318;722;0;435;877;17054;7149;397;698;1080;0;0;0;1017;0;2599;402;1113;293;0;0;0;160;3616;0;5764;0;0;2597;0;0;0;0;0;0;0;0;0;175;17187;0;0;192;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60212.83;60999.83;16154.83;25454.83;61211.83;21566.83;8299.83;48798.83;6361.83;6756.83;13104.83;16242.83;0;0;4174.83;0;1783.83;782.83;13995.83;0;0;0;0;0;0;400.83;0;0;0;60675.83;60928.83;0.83;53377.83;0;0;2057.83;0;1883.83;3838.83;0;0;0;0;325.83;0;2521.83;10384.83;8699.83;30547.83;1130.83;60993.83;2887.83;33933.83;1678.83;2003.83;14521.83;46488.83;624.83;11684.83;1234.83;304.83;23627.83;1490.83;12278.83;8502.83;0;53624.83;58017.83;19095.83;60702.83;41750.83;14321.83;12468.83;44963.83;11678.83;8834.83;7777.83;4028.83;3935.83;4609.83;4684.83;7183.83;53935.83;45208.83;6671.83;2696.83;38656.83;1747.83;2406.83;Dec.83;18438.83;24683.83;10523.83;84.83;2603.83;1806.83;8764.83;6758.83;11235.83;2403.83;2263.83;473.83;217.83;0;1142.83;5564.83;777.83;904.83;1558.83;5079.83;0;1265.83;5229.83;4708.83;1341.83;737.83;14397.83;6595.83;3488.83;0;2647.83;2819.83;13683.83;3870.83;0;1129.83;0;1487.83;782.83;2520.83;8452.83;2609.83;4556.83;784.83;3552.83;1254.83;202.83;267.83;1469.83;1065.83;1061.83;575.83;0;2997.83;423.83;3262.83;8417.83;6170.83;0;0;0;0;2193.83;5255.83;1135.83;0;1679.83;4851.83;786.83;1484.83;1097.83;0;70.83;2015.83;202.83;0;0;1979.83;2599.83;1352.83;Nov.83;1906.83;1865.83;453.83;0;473.83;0;0;0;3073.83;1389.83;Jan.83;0;397.83;338.83;2548.83;653.83;2059.83;3056.83;1209.83;3108.83;466.83;0;0;0;0;0;0;0;520.83;0;0;115.83;0;20382.83;1087.83;1052.83;0;8407.83;345.83;7396.83;0;4539.83;83.83;0
59613;59745;46533;59825;12671;30117;8506;29387;49895;55197;924;8172;0;456;3396;0;856;3063;2236;0;0;312;0;0;0;0;0;0;0;51060;59839;59663;5513;372;13093;1492;0;0;0;0;0;0;0;0;0;9415;29316;37277;0;3787;15637;1989;17505;15637;2045;489;23995;24064;816;40611;1619;8349;3164;639;1397;37643;59768;59981;25893;48443;50792;55915;53305;47838;48552;42920;44584;16264;39193;36601;13044;6450;6494;49625;31548;4569;38919;8798;5253;243;19437;3101;7930;33214;0;0;311;7085;1015;425;2580;298;1316;1622;3003;0;18036;2342;0;1762;1218;3315;634;556;14288;5494;2106;840;2913;0;2506;1350;29466;11759;983;473;5580;2028;1584;2765;5796;3573;16287;0;2943;1749;0;1015;18546;2698;0;1381;1437;389;52;11986;1701;2438;8328;2129;281;118;2456;1961;1557;0;0;1641;1451;1178;0;0;204;811;2229;377;1758;1926;3678;0;635;1047;993;0;11630;1684;8098;0;0;1496;0;0;0;564;1188;581;3401;303;573;0;520;0;0;0;2036;0;0;665;0;69;0;0;0;907;0;0;0;0;0;652;0;0;0;0;0
57098.33;57264.33;47585.33;57338.33;12581.33;29677.33;9032.33;57352.33;45652.33;51910.33;0;9058.33;0;214.33;5640.33;0;0;12027.33;4260.33;0;0;0;0;0;0;0;0;0;0;57231.33;57370.33;57093.33;5391.33;2563.33;13981.33;1538.33;0;0;0;0;0;0;0;0;0;6561.33;33875.33;42862.33;0;9273.33;24117.33;0;16683.33;13954.33;1770.33;372.33;29045.33;39019.33;322.33;43888.33;2493.33;13729.33;5099.33;0;88.33;36468.33;57267.33;57372.33;35384.33;52517.33;55608.33;55965.33;54141.33;56502.33;57293.33;46238.33;51728.33;19277.33;46940.33;46466.33;14678.33;8925.33;6487.33;50604.33;37539.33;6173.33;49862.33;8896.33;5117.33;115.33;38088.33;5009.33;10014.33;40612.33;0;0;462.33;7910.33;1731.33;2908.33;2148.33;194.33;2780.33;1222.33;2251.33;0;21128.33;3406.33;0;3997.33;999.33;2214.33;2958.33;3927.33;19154.33;9173.33;2762.33;134.33;3905.33;1016.33;3886.33;571.33;27916.33;11738.33;1269.33;0;6801.33;1046.33;1214.33;3777.33;5010.33;2786.33;17357.33;0;3990.33;532.33;0;1356.33;17492.33;1983.33;0;1722.33;2140.33;0;0;18608.33;1080.33;4836.33;13234.33;510.33;0;0;1921.33;838.33;846.33;0;0;1338.33;760.33;554.33;0;0;0;614.33;1853.33;3960.33;358.33;687.33;3879.33;0;0;0;0;0;10672.33;1802.33;16436.33;0;0;2178.33;0;0;0;1717.33;1930.33;368.33;1551.33;496.33;0;0;0;0;0;0;472.33;0;0;347.33;0;0;82.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15508;17365;0;0;0;11898;0;0;0;0;0;0;0;0;0;0;9762;0;0;0;0;0;0;0;0;11986;0;0;5365;0;0;0;0;0;0;0;0;31312;15365;52633;0;0;0;0;0;0;9144;0;0;0;0;15774;8582;2618;6241;0;579;6504;0;0;0;49780;0;4213;1810;0;0;0;2151;11640;34527;145;0;0;52806;0;0;14934;0;25008;642;0;0;7265;2246;0;0;0;541;0;3043;0;0;0;0;1137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4237;0;0;0;0;0;0;0;963;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;96.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16239.33;5547.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5403.33;2087.33;553.33;0;0;4490.33;0;0;0;0;648.33;0;0;0;0;0;732.33;0;0;908.33;294.33;26427.33;15138.33;2886.33;0;2168.33;3067.33;2067.33;1245.33;1544.33;2448.33;723.33;1542.33;548.33;736.33;2585.33;89.33;42294.33;4832.33;0;17430.33;5001.33;4064.33;0;27172.33;3279.33;4472.33;4778.33;2300.33;0;11883.33;897.33;3564.33;4089.33;1647.33;4956.33;1009.33;0;0;4214.33;1100.33;1094.33;16446.33;1101.33;4215.33;0;0;992.33;1471.33;12356.33;0;0;4665.33;0;0;2189.33;0;7982.33;0;0;0;0;0;0;1080.33;1061.33;0;0;0;0;0;0;10832.33;0;399.33;0;0;0;0;0;0;0;44.33;759.33;0;0;1158.33;0;0;0;0;0;0;0;0;0;0;0;0;496.33;0;0;0;0;0;0;0;0;0;0;284.33;792.33;0;0;0;0;0;0;0;0;9890.33;0;0;0;0;0;1863.33;0;0;0;0;266.33;1743.33;0;0;585.33;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0;139.67;0;0;0;0;0;0;355.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2217.67;907.67;0;0;0;0;0;0;0;0;0;0;0;0;0;27185.67;8602.67;7200.67;78.67;825.67;2309.67;1631.67;504.67;1191.67;1821.67;0;0;0;0;0;0;187.67;0;0;0;0;37281.67;0;0;7316.67;12403.67;12308.67;10533.67;6587.67;10366.67;6959.67;7381.67;1257.67;6317.67;4565.67;237.67;680.67;305.67;0;4192.67;1743.67;874.67;0;0;0;700.67;0;0;273.67;1889.67;480.67;0;3219.67;2897.67;785.67;2337.67;0;0;0;2316.67;0;4331.67;0;0;1155.67;0;462.67;0;0;0;0;1601.67;1035.67;1281.67;17046.67;0;1099.67;0;0;1582.67;0;0;0;84.67;792.67;3715.67;1166.67;0;0;0;0;0;0;0;389.67;0;0;0;0;0;0;0;2273.67;0;0;0;532.67;0;0;0;0;0;0;0;0;0;0;0;0;0;829.67;0;0;1783.67;0;0;0;0;0;0;670.67;348.67;0;0;0;0;0;0;734.67;126.67;0;0;0;79.67;0;0;0;0;0;0;0;0;125.67;0;0;48.67;0;0;0;0;0;0;25.67;0;0;0;0;0;0;1
543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11548;11773;0;350;0;0;0;0;0;0;0;0;0;0;0;0;1487;2799;1904;0;269;2141;236;713;0;53;4651;1787;65;30;0;376;0;0;0;0;0;6836;26630;386;2905;7990;4092;3281;2227;4105;8104;1680;789;1336;906;1600;4779;1705;1083;2578;2598;169;1659;1606;907;0;357;6361;2463;2015;6623;0;1444;1891;994;1048;688;0;0;542;2742;151;474;11127;879;0;181;344;0;22557;709;0;4037;0;0;3201;0;17947;0;0;0;0;197;193;466;2186;126;108;0;0;639;0;0;0;124;124;0;0;1760;0;0;0;0;438;0;0;0;1244;1552;56;0;1861;400;564;322;0;0;0;146;0;0;0;0;2265;237;0;331;405;0;0;0;0;0;0;0;0;2138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;953;0;0;0;0;0;0;0;0;0;0;4680;0;2967;1012;586;0;1
0;568.67;0;0;0;0;0;0;116.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5372.67;4544.67;0;444.67;0;0;0;0;0;0;0;0;0;0;0;0;9328.67;28738.67;32630.67;0;0;3540.67;982.67;0;3116.67;1280.67;58.67;0;539.67;1645.67;0;0;19.67;1088.67;0;0;11256.67;14224.67;10623.67;294.67;28614.67;36697.67;32922.67;33054.67;28914.67;28124.67;17030.67;28001.67;3062.67;23063.67;28010.67;3382.67;38329.67;5927.67;3992.67;20234.67;1954.67;3015.67;7569.67;19782.67;3497.67;2409.67;2025.67;17425.67;1728.67;681.67;561.67;13651.67;5739.67;14806.67;1860.67;4225.67;9789.67;13322.67;4964.67;45317.67;514.67;1329.67;4831.67;1923.67;53.67;0;289.67;912.67;2402.67;58507.67;34.67;0;3477.67;2593.67;210.67;4274.67;2542.67;414.67;2836.67;1875.67;0;0;1931.67;1440.67;1003.67;186.67;521.67;0;0;889.67;0;0;643.67;0;700.67;0;709.67;0;85.67;306.67;0;197.67;669.67;2043.67;0;0;0;201.67;3858.67;1544.67;226.67;0;0;209.67;0;0;0;0;430.67;566.67;1560.67;0;0;0;711.67;149.67;0;0;0;72.67;1181.67;1753.67;0;0;0;1643.67;0;0;621.67;0;0;0;0;0;0;1703.67;0;0;0;0;0;0;102.67;470.67;0;1123.67;0;0;0;0;0;5588.67;509.67;0;0;0;0;0;0;1
0;0;0;0;0;0;796;0;0;0;0;0;0;0;0;0;2003;0;0;0;358;198;0;0;0;1159;287;0;0;0;1214;0;1020;0;0;1577;0;0;0;0;67;0;0;0;0;11274;30210;38496;0;1762;2365;991;0;0;0;2514;0;148;298;0;122;0;441;0;3165;903;2272;4635;50;36317;37280;39474;36341;33498;35707;6795;34016;0;34613;35516;687;0;619;1922;23489;318;1982;2954;1197;0;767;4232;3387;999;0;5985;0;18228;2595;3593;2445;1596;0;2536;5130;616;1884;5197;6614;2211;1405;0;0;0;9297;0;6221;2042;0;0;1608;678;186;936;1204;1330;4152;0;2327;896;7398;0;2188;0;0;630;3142;3243;0;281;0;6688;2010;0;554;0;0;0;482;798;148;826;0;0;294;0;671;5662;5945;1398;0;3845;1191;0;915;0;0;2680;0;0;0;0;0;0;393;0;0;0;0;0;562;1139;629;0;0;0;0;1327;0;0;0;1115;0;0;722;0;0;142;0;0;0;2186;0;756;0;0;0;0;0;0;0;0;0;0;1
